License Type,Business Name,Street Address,Status,City,State,Zip Code,Phone No.,year,LicenceNumber
Restaurant (N-Z) License,PEGGS,"127 S MICHIGAN ST, SOUTH BEND, IN, 46601",RENEWED,SOUTH BEND,IN,46601,574-520-1777,2022,RST2022-312
Lawn Parking License,1105 N. ST. LOUIS,1105 N. ST. LOUIS,RENEWED,SOUTH BEND,IN,46617,NA,2021,LWN2021-027
Restaurant (N-Z) License,Taco Bell #3004058,"5131 W WESTERN AVE, SOUTH BEND, IN, 46619",RENEWED,SOUTH BEND,IN,46619,574-472-0135,2021,RST2021-353
Restaurant (N-Z) License,Sleep Inn,4134 Lincoln Way W,ACTIVE,South Bend,IN,46628,574-232-3200,2023,RST2023-090
Restaurant (A-M) License,"AMERICAN MULTI-CINEMA, INC.",450 W  CHIPPEWA AVE,RENEWED,LEAWOOD,KS,66211,574-299-6060,2020,3768RESTAM2020
Alarm Agent License,"CHSS, LLC DBA SONITROL OF SOUT",513 E McKinley Ave,RENEWED,Mishawaka,IN,46545,574-334-7478,2022,ALR2022-056
Automotive Repair License,TIM'S AUTO REPAIR,141 E IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-231-1574,2022,AUT2022-005
Restaurant (N-Z) License,PUERTO VALLARTA EXPRESS,415 N HICKORY RD,ACTIVE,SOUTH BEND,IN,46615,574-234-7225,2023,RST2023-002
Peddlers and Canvassers License,ALDER HOLDINGS INC.,"450 N. 1500 W. OREM, UT  84057",INACTIVE,OREM,UT,84057,385-218-2754,2021,PDL2021-021
Mobile Food Vendor (A-M) 1 Year License,INDIA GARDEN FOOD TRUCK,615 W. EDISON RD.,RENEWED,MISHAWAKA,IN,46545,574-255-5600,2020,MFV2020-006
Alarm Agent License,VECTOR SECURITY INC,2000 Ericsson Dr,RENEWED,WARRENDALE,PA,15086,724-741-2200,2020,5079ALARM2020
Restaurant (A-M) License,Holiday Inn Express-South,"210 E CALLANDER ST, SOUTH BEND, 46614",RENEWED,South Bend,IN,46614,574-291-1040,2021,RST2021-003
Alarm Agent License,HABITEC SECURITY INC,1545 TIMBERWOLF DR,RENEWED,HOLLAND,OH,43528,419-537-9100,2022,ALR2022-058
Hotel and Motel License,Aloft South Bend,111 N Main St,RENEWED,South Bend,IN,46601,574-288-8000,2021,HTM2021-012
Restaurant (N-Z) License,PL EXPO 66 INC.,702 LINCOLN WAY E,EXPIRED,SOUTH BEND,IN,46601,574-310-9068,2022,RST2022-338
Massage Therapist License,SHANNON MARIE ANDERSON,52797 JUNIPER RD.,RENEWED,SOUTH BEND,IN,46637,NA,2021,MST2021-017
Restaurant (A-M) License,EMBASSY COFFEE INC.,435 S  MICHIGAN ST,CLOSED,GOSHEN,IN,46526,574-370-2578,2020,8638RESTAM2020
Food Vending Machine License,CANTEEN VENDING,4402 TECHNOLOGY DR,RENEWED,SOUTH BEND,IN,46628,574-307-7659,2021,FVM2021-003
Restaurant (N-Z) License,"PURPLE PORCH CO-OP, INC",123 N HILL ST,ACTIVE,SOUTH BEND,IN,46617,574-287-6724,2023,RST2023-362
Restaurant (N-Z) License,ONE STOP #2,3425 LINCOLN WAY,RENEWED,SOUTH BEND,IN,46628,574-233-8403,2021,RST2021-260
Restaurant (A-M) License,EL ARRIERO BAR & GRILL,4505 AMERITECH DR 100,RENEWED,SOUTH BEND,IN,46628,574-243-1177,2021,RST2021-002
Tattoo/Body Piercing Est License,FLAMING CHARIOT TATTOO,930 E. IRELAND RD.,RENEWED,SOUTH BEND,IN,46614,574-322-8233,2021,TAE2021-004
Massage Establishment License,AB Reflexology & Massage,2614 S. Michigan St.,ACTIVE,South Bend,IN,46614,574-514-0242,2023,MSE2023-003
Automotive Repair License,WESTERN AUTO SERVICE,3102 W WESTERN AVE,EXPIRED,SOUTH BEND,IN,46619,574-383-5490,2022,AUT2022-065
Restaurant (N-Z) License,PIZZA HUT #34144,4615 MIAMI ST,ACTIVE,SOUTH BEND,IN,46614,574-231-9181,2023,RST2023-284
Restaurant (A-M) License,ARBY'S ROAST BEEF #1157,"3425 LINCOLN WAY W,  SOUTH BEND,  46628",RENEWED,ATLANTA,GA,30328,574-233-5592,2020,RST2020-007
Automotive Repair License,"TOM'S CAR CARE CENTER, INC",3201 SUGAR MAPLE BUSINESS CENTER,ACTIVE,SOUTH BEND,IN,46628,574-289-2121,2023,AUT2023-007
Restaurant (N-Z) License,RICO SUAVE GROUP LLC,5307 W WESTERN AVE UNIT B,RENEWED,SOUTH BEND,IN,46619,574-485-9093,2022,RST2022-055
Alarm Agent License,COPS MONITORING,1041 Glassboro Rd,RENEWED,WILLIAMSTOWN,NJ,08094,856-629-1111,2022,ALR2022-030
Restaurant (A-M) License,BUFFALO WILD WINGS OF SOUTH BEND,326 W IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-232-2293,2021,RST2021-083
Secondhand Store License,ECOATM LLC,"3701 Portage Rd, South Bend, Indiana, 46628",RENEWED,South Bend,IN,46628,858-766-7250,2021,SHN2021-012
Restaurant (N-Z) License,SPEEDWAY #6674,6161 W BRICK RD,RENEWED,SOUTH BEND,IN,46628,574-277-4206,2021,RST2021-319
Restaurant (N-Z) License,SWEET STREET CORNER COFFEE,1105 NORTHSIDE BLVD,RENEWED,South Bend,IN,46615,574-287-8724,2022,RST2022-136
Automotive Repair License,"ZOLMAN TIRE, INC",406 E  MONROE ST,RENEWED,MISHAWAKA,IN,46545,574-287-1657,2020,1648AUTO2020
Scrap Metal Dealer License,LKQ Pick Your Part Midwest LLC,1602 S LAFAYETTE BLVD,ACTIVE,South Bend,IN,46613,574-233-2277,2023,SCR2023-002
Massage Establishment License,CHINESE MASSAGE SPA,2614 S  MICHIGAN ST,RENEWED,GRANGER,IN,46530,574-274-7005,2020,8478MSGEST2020
Restaurant (A-M) License,"AMERICAN MULTI-CINEMA, INC.",450 W CHIPPEWA AVE,READY2ISSU,SOUTH BEND,IN,46614,574-299-6060,2023,RST2023-189
Restaurant (N-Z) License,The Coffee Spot Cafe,"3201 SUGAR MAPLE BUSINESS CT, SOUTH BEND, IN, 46628",ACTIVE,South Bend,IN,46628,574-288-0398,2023,RST2023-074
Restaurant (N-Z) License,Congo Cafe @ Potawatomi Zoo,"500 S GREENLAWN AVE, SOUTH BEND, IN, 46615",EXPIRED,SOUTH BEND,IN,46615,574-235-7669,2022,RST2022-310
Restaurant (A-M) License,LACOPOS PIZZERIA,3004 ARDMORE TRL,RENEWED,SOUTH BEND,IN,46628,574-233-5331,2020,788RESTAM2020
Restaurant (N-Z) License,WENDY'S #3027,4227 S  MICHIGAN ST,RENEWED,ASHLAND,OH,44805,574-291-6171,2020,7663RESTZ2020
Hotel and Motel License,COMFORT SUITES,6225 US-31 S,RENEWED,SOUTH BEND,IN,46614,574-291-3100,2020,2910HOTEL2020
Massage Therapist License,SANDRA R DLUGOSZ,22155 Kern Rd,RENEWED,SOUTH BEND,IN,46614,NA,2020,8098MSGTEC2020
Restaurant (A-M) License,MARINE CORPS LEAGUE,"539 PARRY ST, SOUTH BEND, IN, 46617",RENEWED,SOUTH BEND,IN,46617,574-233-0253,2022,RST2022-069
Public Parking Facility License,"MARY COYNE INVESTMENTS, LLC",123 N MAIN ST,RENEWED,SOUTH BEND,IN,46601,216-269-0849,2022,PBP2022-006
Restaurant (A-M) License,LITTLE CAESARS PIZZA,3601 EDISON RD,RENEWED,South Bend,IN,46615,574-243-4680,2021,RST2021-107
Restaurant (A-M) License,Buffalo Wild Wings of South Bend,"326 W IRELAND RD, SOUTH BEND, IN, 46614",RENEWED,South Bend,IN,46614,574-232-2293,2022,RST2022-168
Restaurant (N-Z) License,OLIVE EXPO FOOD MART,2324   ELWOOD AVE,RENEWED,SOUTH BEND,IN,46628,574-232-8959,2020,RST2020-063
Lawn Parking License,1108 N. FRANCES ST.,1108 N. FRANCES ST.,EXPIRED,SOUTH BEND,IN,46617,NA,2022,LWN2022-029
Restaurant (N-Z) License,Studebaker Golf Course,"718 E CALVERT ST, SOUTH BEND, IN, 46613",ACTIVE,South Bend,IN,46613,574-287-6634,2023,RST2023-019
Restaurant (N-Z) License,SONIC DRIVE-IN OF SOUTH BEND,"3906 PORTAGE RD, SOUTH BEND, 46628",RENEWED,South Bend,IN,46628,574-273-9340,2022,RST2022-165
Restaurant (A-M) License,ALWAYS OPEN,2130 MISHAWAKA AVE,RENEWED,SOUTH BEND,IN,46615,574-234-8444,2021,RST2021-464
Lawn Parking License,525 PEASHWAY ST.,525 PEASHWAY ST.,EXPIRED,SOUTH BEND,IN,46617,NA,2022,LWN2022-017
Restaurant (N-Z) License,NAVARRE AT THE BRICK,1145 NORTHSIDE BLVD,ACTIVE,SOUTH BEND,IN,46615,574-347-4460,2023,RST2023-268
Restaurant (A-M) License,PALETERIO Y NEVERIA LA ROSITA LLC,2909 W  WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-246-0445,2020,669RESTAM2020
Restaurant (A-M) License,FRANKIE'S BBQ,1621 W  WASHINGTON ST,RENEWED,SOUTH BEND,IN,46628,574-287-8993,2020,822RESTAM2020
Automotive Repair License,VALLEY TRANSMISSION,702 COLLEGE ST,ACTIVE,SOUTH BEND,IN,46628,574-233-5894,2023,AUT2023-056
Donation Box License,BETTER WORLD BOOKS,3457 PORTAGE AVE,RENEWED,South Bend,IN,46628,574-855-5222,2022,DNB2022-005
Alarm Agent License,O'REILLY ALARM SERVICES,233 S Patterson Ave,RENEWED,SPRINGFIELD,MO,65802,417-829-5747,2021,ALR2021-044
Restaurant (A-M) License,KWIK MART,2603 S MICHIGAN ST,ACTIVE,SOUTH BEND,IN,46614,574-289-1860,2023,RST2023-176
Restaurant (A-M) License,PAPA JOHN'S,1811 S Ironwood Dr,RENEWED,SOUTH BEND,IN,46613,330-533-0900,2022,RST2022-517
Automotive Repair License,PRECISION TRANSMISSION,902 S MICHIGAN ST,RENEWED,SOUTH BEND,IN,46601,574-282-2806,2021,AUT2021-011
Hotel and Motel License,SLEEP INN,4134   LINCOLN WAY,RENEWED,SOUTH BEND,IN,46628,574-232-3200,2021,HTM2021-009
Restaurant (A-M) License,HEALTHY U,1813   SOUTH BEND AVE,RENEWED,SOUTH BEND,IN,46616,574-274-5884,2020,8331RESTAM2020
Massage Therapist License,DEBBIE K AARING,1661 COBBLESTONE BLVD.,RENEWED,ELKHART,IN,46514,NA,2022,MST2022-001
Donation Box License,BETTER WORLD BOOKS,"55740 CURRANT RD,  MISHAWAKA,  46545",INACTIVE,MISHAWAKA,IN,46545,888-570-7103,2020,6585DBAC2020
Restaurant (A-M) License,MANDARIN HOUSE RESTAURANT,2104 EDISON RD,READY2ISSU,SOUTH BEND,IN,46617,574-287-4414,2023,RST2023-190
Lawn Parking License,525 PEASHWAY ST.,525 PEASHWAY ST.,INACTIVE,SOUTH BEND,IN,46617,NA,2021,LWN2021-013
Restaurant (A-M) License,THE LANDING CATERING,2801 S MICHIGAN ST,RENEWED,SOUTH BEND,IN,46614,574-299-9126,2021,RST2021-185
Arborist License,CUT RITE SERVICES,2604 SR 331,RENEWED,BREMEN,IN,46506,574-784-8889,2021,ARB2021-021
Automotive Repair License,JIFFY LUBE,4425 S MICHIGAN ST,RENEWED,South Bend,IN,46614,574-299-0439,2021,AUT2021-055
Lawn Parking License,1203 WHITE OAK DR.,1203 WHITE OAK DR.,RENEWED,SOUTH BEND,IN,46617,NA,2021,LWN2021-047
Restaurant (A-M) License,McKinley Pub & Catering Inc.,"2930 MCKINLEY AVE A, SOUTH BEND, IN, 46615",RENEWED,South Bend,IN,46615,574-855-1417,2021,RST2021-099
Restaurant (N-Z) License,SAINT MARGARET'S HOUSE,117 N  LAFAYETTE BLVD,RENEWED,SOUTH BEND,IN,46601,574-234-7795,2021,RST2021-189
Restaurant (A-M) License,GOSPEL CENTER MISSIONARY CHURCH,930 S 30TH ST,RENEWED,SOUTH BEND,IN,46615,574-288-4477,2020,1291RESTAM2020
Alarm Agent License,IRON CLAD SECURITY,12748 Sandy Dr,RENEWED,GRANGER,IN,46530,574-272-5337,2021,ALR2021-005
Massage Establishment License,SUMMER SPA MASSAGE,3601 E JEFFERSON BLVD,ACTIVE,SOUTH BEND,IN,46615,574-383-5035,2023,MSE2023-005
Automotive Repair License,GURLEY-LEEP,320 E  IRELAND RD,RENEWED,MISHAWAKA,IN,46545,574-291-6910,2020,1636AUTO2020
Restaurant (A-M) License,Raja Always Open,"1401 N BENDIX DR, SOUTH BEND, IN, 46628",RENEWED,South Bend,IN,46628,574-233-6429,2021,RST2021-407
Automotive Repair License,L & L AUTO REPAIR,1956 E EWING AVE,CLOSED,SOUTH BEND,IN,46613,574-367-9577,2021,AUT2021-067
Precious Metal Dealer License,J.R.Fox Jewelers,"1105 E IRELAND RD, SOUTH BEND, IN, 46614",READY2ISSU,South Bend,IN,46614,574-291-5700,2023,PMD2023-007
Automotive Repair License,SOUTH BEND AUTO SERVICE,3609 W  WESTERN AVE,CLOSED,SOUTH BEND,IN,46628,574-855-1446,2020,AUT2020-005
Arborist License,UNDERLY TREE SERVICE,50960 REDWOOD RD,ACTIVE,SOUTH BEND,IN,46628,574-272-8232,2023,ARB2023-016
Restaurant (N-Z) License,VEGETABLE BUDDIES INC.,129 N MICHIGAN ST,RENEWED,SOUTH BEND,IN,46601,574-232-0954,2021,RST2021-179
Restaurant (A-M) License,IMMANUEL UNITED METHODIST CHURCH,1211 W EWING AVE,EXPIRED,SOUTH BEND,IN,46613,574-289-5662,2022,RST2022-211
Automotive Repair License,ART & JERRY'S AUTO SERVICE,1402 PRAIRIE AVE,ACTIVE,SOUTH BEND,IN,46613,574-289-2828,2023,AUT2023-052
Restaurant (A-M) License,KING GYROS OF LINCOLNWAY WEST,3417 LINCOLN WAY W,RENEWED,SOUTH BEND,IN,46628,574-232-8901,2020,726RESTAM2020
Restaurant (N-Z) License,NEVERIA LOS TRES MANGOS DE MICHOACAN,2518 W WESTERN AVE,ACTIVE,SOUTH BEND,IN,46619,574-217-8967,2023,RST2023-027
Public Parking Facility License,"MARY COYNE INVESTMENTS, LLC",123 N MAIN ST,ACTIVE,SOUTH BEND,IN,46601,216-269-0849,2023,PBP2023-006
Restaurant (A-M) License,GOOD SHEPHERD LUTHERAN CHURCH,1021 MANCHESTER DR,RENEWED,SOUTH BEND,IN,46615,574-232-9418,2021,RST2021-087
Arborist License,CUSTOM & MOORE TREE EXPERTS INC,12945 SR 23 HWY,RENEWED,GRANGER,IN,46530,574-272-1900,2021,ARB2021-033
Taxi Vehicle License,EAGLE CAB LLC,1657 COMMERCE DR.,ACTIVE,SOUTH BEND,IN,46628,574-287-6666,2022,TXV2022-001
Alarm Agent License,"RAPID RESPONSE MONITORING SERVICES, INC.",400 W Division St,RENEWED,SYRACUSE,NY,13204,800-932-3822,2020,1657ALARM2020
Alarm Agent License,BONTRAGER SECURITY SOLUTIONS L,"69295 County Road 23, New Paris, Indiana, 46553",RENEWED,New Paris,IN,46553,574-971-1821,2022,ALR2022-006
Mobile Food Vendor (A-M) 1 Year License,COOL RUNNINGS JAMAICAN RESTAURANT,501 Center St,EXPIRED,MICHIGAN CITY,IN,46360,219-210-3885,2022,MFV2022-008
Lawn Parking License,1311 WHITE OAK DR.,1311 WHITE OAK DR.,RENEWED,SOUTH BEND,IN,46617,NA,2021,LWN2021-062
Tattoo/Body Piercing Artist License,MICHAEL WHITE,"2106 COACHMANS TRL,  SOUTH BEND,  46637",EXPIRED,SOUTH BEND,IN,46637,574-229-4919,2020,8264TA2020
Self Service Laundry/Dry Cleaner License,SAMPLE STREET SPIN CLOTHING CARE CENTER,5215 W SAMPLE ST,RENEWED,SOUTH BEND,IN,46619,574-289-2008,2022,LND22-00023
Alarm Agent License,"CHSS, LLC DBA SONITROL OF SOUT",513 E McKinley Ave,ACTIVE,Mishawaka,IN,46545,574-334-7478,2023,ALR2023-009
Lawn Parking License,1209 E. CORBY,1209 E. CORBY,EXPIRED,SOUTH BEND,IN,46617,NA,2022,LWN2022-005
Alarm Agent License,SPEEDWAY LLC,500 Speedway Dr,RENEWED,Enon,OH,45323,937-863-6473,2021,ALR2021-032
Automotive Repair License,BRETT GORDON'S TOWING AND REPA,2018   FRANKLIN ST,RENEWED,SOUTH BEND,IN,46613,574-274-2152,2020,8513AUTO2020
Restaurant (A-M) License,"LUIGI'S PIZZA, INC",3620 MISHAWAKA AVE,ACTIVE,SOUTH BEND,IN,46615,574-282-1215,2023,RST2023-054
Automotive Repair License,SPEEDY'S AUTO  LLC,4001 W SAMPLE ST,RENEWED,SOUTH BEND,IN,46619,574-234-1809,2021,AUT2021-049
Alarm Agent License,"JP MORGAN CHASE, CORPORATE SEC",1820 E Sky Harbor Cir S,RENEWED,CHICAGO,IL,60606,312-954-2813,2020,5193ALARM2020
Alarm Agent License,"Guardian Protection Services, Inc.",174 Thorn Hill Rd,ACTIVE,Warrendale,PA,15086,724-741-3500,2023,ALR2023-032
Restaurant (A-M) License,Huichi Restaurant LLC,2208 W WESTERN AVE,READY2ISSU,South Bend,IN,46619,574-855-1903,2023,RST2023-383
Arborist License,HOMER TREE SERVICE INC,16464 W 143rd St,RENEWED,LOCKPORT,IL,60441,815-512-7018,2022,ARB2022-013
Restaurant (A-M) License,MITCH'S SECOND BASE SPORTS BAR,4407 S  IRONWOOD DR,RENEWED,SOUTH BEND,IN,46614,574-855-1383,2020,6962RESTAM2020
Restaurant (N-Z) License,Pedro's Family Restaurant,3314 PORTAGE AVE,ACTIVE,SOUTH BEND,IN,46628,574-273-3124,2023,RST2023-055
Restaurant (N-Z) License,T. ALLEN'S KING GYROS OF SOUTH BEND INC.,5105 W WESTERN AVE,ACTIVE,SOUTH BEND,IN,46628,574-288-7010,2023,RST2023-227
Restaurant (N-Z) License,South bend city market,"1836 Miami St, South Bend, Indiana, 46613",READY2ISSU,SOUTH BEND,IN,46613,NA,2023,RST2023-198
Self Service Laundry/Dry Cleaner License,Valet Laundry LLC,234 S Chapin St,ACTIVE,SOUTH BEND,IN,46601,574-514-7976,2023,LND23-00036
Restaurant (N-Z) License,NAVARRE CATERING - DBA PALAIS,105 W COLFAX AVE,RENEWED,SOUTH BEND,IN,46601,574-235-5612,2021,RST2021-231
Alarm Agent License,ALARM GRID INC,"5360 N FEDERAL HWY LIGHTHOUSE POINT, FL  33064",RENEWED,LIGHTHOUSE POINT,FL,33064,888-818-7728,2021,ALR2021-020
Secondhand Store License,WORLDWIDE JEWELRY & PAWN,1072 LINCOLN WAY,RENEWED,South Bend,IN,46601,574-232-9909,2022,SHN2022-004
Restaurant (A-M) License,AMERICAN LEGION PULASKI POST 357,5414 W SAMPLE ST,ACTIVE,SOUTH BEND,IN,46619,574-234-5073,2023,RST2023-232
Lawn Parking License,1104 N. NOTRE DAME AVE.,1104 N. NOTRE DAME AVE.,INACTIVE,SOUTH BEND,IN,46617,574-855-0123,2021,LWN2021-024
Massage Therapist License,SARA ROS FRAZIER,21177 Harlan Rd,RENEWED,LAKEVILLE,IN,46536,574-383-0669,2022,MST2022-005
Automotive Repair License,FROGGY'S AUTOMOTIVE,1510 E  CALVERT ST,RENEWED,SOUTH BEND,IN,46613,574-703-3816,2020,7251AUTO2020
Restaurant (N-Z) License,7-ELEVEN,501 E LASALLE AVE,EXPIRED,SOUTH BEND,IN,46617,574-834-5221,2022,RST2022-496
Restaurant (N-Z) License,T. ALLEN'S KING GYROS OF SOUTH BEND INC.,5105 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46628,574-288-7010,2021,RST2021-123
Restaurant (A-M) License,JIMMY JOHN'S,"3600 N PORTAGE RD, SOUTH BEND, 46628",RENEWED,SOUTH BEND,IN,46628,630-303-0461,2021,RST2021-161
Automotive Repair License,FE MOTORS INC,3417 W SAMPLE ST,EXPIRED,SOUTH BEND,IN,46619,574-904-4943,2022,AUT2022-063
Massage Establishment License,NEW YOU OASIS LLC,"910 E IRELAND RD, SOUTH BEND, 46614",RENEWED,SOUTH BEND,IN,46614,574-222-2244,2021,MSE2021-004
Restaurant (A-M) License,CJ'S PUB INC.,236 S MICHIGAN ST,RENEWED,SOUTH BEND,IN,46601,574-233-5981,2022,RST2022-024
Restaurant (N-Z) License,RJ FOOD & GAS INC,3417 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-855-1429,2021,RST2021-411
Automotive Repair License,POMP'S TIRE SERVICE,4207 N MAYFLOWER RD,RENEWED,South Bend,IN,46628,574-271-3850,2022,AUT2022-023
Automotive Repair License,M & K TRUCK CENTER OF SOUTH BE,3152 MARY CT,RENEWED,SOUTH BEND,IN,46614,574-282-1230,2021,AUT2021-068
Restaurant (A-M) License,MC DONALD'S IRONWOOD,1519 N IRONWOOD DR,ACTIVE,SOUTH BEND,IN,46635,574-277-0193,2023,RST2023-112
Restaurant (A-M) License,KING GYROS OR1 LLC,2717 S  MICHIGAN ST,RENEWED,SOUTH BEND,IN,46614,574-217-8595,2020,RST2020-014
Restaurant (A-M) License,MEIJER GAS STATION #120,"21501 CLEVELAND RD,  SOUTH BEND,  46628",ACTIVE,SOUTH BEND,IN,46628,574-273-3400,2023,RST2023-110
Restaurant (A-M) License,ARMY & NAVY UNION #146,1121 W  WESTERN AVE,RENEWED,SOUTH BEND,IN,46601,574-287-3815,2022,RST2022-209
Taxi Vehicle License,"UNITED CAB OF SOUTH BEND, LLC",2107 S. MICHIGAN ST.,ACTIVE,SOUTH BEND,IN,46613,574-233-9599,2023,TXV2023-003
Restaurant (A-M) License,LINDEN GRILL,4333 W WESTERN AVE,EXPIRED,SOUTH BEND,IN,46619,574-246-0250,2022,RST2022-524
Restaurant (N-Z) License,STAR 002 LLC,"2304 STATE ROAD 23 HWY,  SOUTH BEND,  46614",RENEWED,SOUTH BEND,IN,46635,574-387-5794,2022,RST2022-274
Restaurant (N-Z) License,SOUTH BEND MAENNERCHOR CLUB INC.,1606 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,NA,2021,RST2021-355
Taxi Driver License,"CARNEY, JEFFREY / UNITED CAB",630 E DUBAIL AVE,RENEWED,SOUTH BEND,IN,46613,574-855-0680,2020,TXD2020-004
Automotive Repair License,ADAN'S AUTO SALES AND SERVICE LLC,"3922 W WESTERN AVE, SOUTH BEND, IN 46619",RENEWED,SOUTH BEND,IN,46619,219-379-6765,2022,AUT2022-001
Alarm Agent License,CIRCLE CITY SECURITY SYSTEMS INC.,5355 E 38th St,RENEWED,INDIANAPOLIS,IN,46218,317-542-7087,2022,ALR2022-029
Restaurant (A-M) License,Chicory Cafe,"105 E JEFFERSON BLVD, SOUTH BEND, IN, 46601",READY2ISSU,South Bend,IN,46601,574-234-1141,2023,RST2023-264
Restaurant (N-Z) License,V.F.W. POST 9820,4829 LINDEN AVE,RENEWED,SOUTH BEND,IN,46619,574-237-9820,2022,RST2022-234
Hotel and Motel License,Fairfield Inn & Suites,1220 E ANGELA BLVD,ACTIVE,South Bend,IN,46617,574-234-5510,2023,HTM2023-007
Restaurant (A-M) License,AMERICAN LEGION PULASKI POST 357,5414 W  SAMPLE ST,RENEWED,SOUTH BEND,IN,46619,574-234-5073,2020,699RESTAM2020
Arborist License,"SLUSSERS GREEN THUMB, INC.",125 Montgomery St,RENEWED,LOGANSPORT,IN,46947,574-722-3102,2020,7225ARBOR2020
Charitable Solicitation License,STOP THE TRAFFICK,2991 PRINCETON DR.,EXPIRED,MISHAWAKA,IN,46544,574-292-0426,2022,CHS2022-002
Restaurant (N-Z) License,VEGETABLE BUDDIES INC.,129 N MICHIGAN ST,CLOSED,SOUTH BEND,IN,46601,574-232-0954,2022,RST2022-183
Restaurant (A-M) License,Cloud Walking Coffee LLC,1211 Mishawaka Ave.,RENEWED,South Bend,IN,46615,574-850-5070,2021,RST2021-439
Restaurant (A-M) License,Culvers,"4402 S MICHIGAN ST, SOUTH BEND, IN, 46614",RENEWED,South Bend,IN,46614,574-299-9130,2022,RST2022-107
Automotive Repair License,"LEEDS WEST INDIANA, DBA MIDAS",525 S MICHIGAN ST,RENEWED,SOUTH BEND,IN,46601,574-289-2437,2022,AUT2022-031
Restaurant (A-M) License,Faith Baptist Church of SB,1002 Blaine Ave,RENEWED,South Bend,IN,46616,574-233-6428,2021,RST2021-463
Automotive Repair License,PRECISION TRANSMISSION,902 S MICHIGAN ST,RENEWED,SOUTH BEND,IN,46601,574-282-2806,2022,AUT2022-045
Restaurant (N-Z) License,SNACKS ON THE AVE,1508 MISHAWAKA AVE,RENEWED,SOUTH BEND,IN,46615,574-855-8044,2022,RST2022-013
Restaurant (A-M) License,Lane's Dairy Queen Brazier,"2015 SOUTH BEND AVE, SOUTH BEND, IN, 46637",RENEWED,South Bend,IN,46637,574-532-3799,2021,RST2021-336
Restaurant (N-Z) License,THAT CHEESECAKE PLACE,3612 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-288-4168,2022,RST2022-380
Peddlers and Canvassers License,JAMES FREDRICK / TRUGREEN,3606   GAGNON ST,INACTIVE,SOUTH BEND,IN,46623,574-233-9700,2020,8688PEDDLR2020
Restaurant (A-M) License,MARISCOS PLAYA AZUL,3307 W  SAMPLE ST,CLOSED,SOUTH BEND,IN,46619,574-383-5668,2020,8684RESTAM2020
Restaurant (N-Z) License,"SUBWAY OF SOUTH BEND IX, INC",5316 W  WESTERN AVE,RENEWED,SOUTH BEND,IN,46601,574-234-4338,2020,885RESTZ2020
Donation Box License,BETTER WORLD BOOKS,1404 IVY CT,RENEWED,MISHAWAKA,IN,46545,888-570-7103,2020,6588DBAC2020
Automotive Repair License,SNYDER BROTHER'S GARAGE,1335 PORTAGE AVE,ACTIVE,SOUTH BEND,IN,46616,574-233-0282,2023,AUT2023-022
Automotive Repair License,BELLE TIRE DISTRIBUTORS INC.,3660 N. PORTAGE AVE,ACTIVE,SOUTH BEND,IN,46628,574-314-5226,2023,AUT2023-027
Restaurant (A-M) License,EL TECATE INC,450 S CARLISLE ST,RENEWED,SOUTH BEND,IN,46619,574-931-2936,2021,RST2021-203
Restaurant (A-M) License,J.W. CHEN'S CHINESE CUISINE INC.,1835   SOUTH BEND AVE,RENEWED,SOUTH BEND,IN,46637,574-271-2777,2020,1510RESTAM2020
Arborist License,"KC TREE, INC",8913 E US Highway 20,RENEWED,NEW CARLISLE,IN,46552,574-674-7722,2021,ARB2021-003
Restaurant (A-M) License,KRIS'S KOUNTRY KITCHEN,2212 MIAMI ST,RENEWED,SOUTH BEND,IN,46613,574-251-0377,2022,RST2022-145
Restaurant (A-M) License,KROGER #901,4526 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-288-0471,2021,RST2021-431
Restaurant (A-M) License,MC DONALD'S 25100,3402 PORTAGE AVE,RENEWED,South Bend,IN,46628,574-273-4907,2021,RST2021-153
Restaurant (A-M) License,MARTIN'S SUPER MARKETS #11,926   ERSKINE PLZ,RENEWED,BYRON CENTER,MI,49315,574-291-3571,2020,712RESTAM2020
Massage Therapist License,CATHERINE IANNICELLO,514 E ECKMAN ST,INACTIVE,SOUTH BEND,IN,46614,NA,2020,MST2020-003
Restaurant (A-M) License,Five Guys,"1233 N EDDY ST 110, SOUTH BEND, IN, 46617",ACTIVE,South Bend,IN,46617,574-234-1800,2023,RST2023-178
Restaurant (N-Z) License,SAINT PATRICK CATHOLIC CHURCH,308 S  SCOTT ST,RENEWED,SOUTH BEND,IN,46601,574-287-8932,2020,3039RESTZ2020
Charitable Solicitation License,SOUTH BEND FIREFIGHTER'S ASSOCIATION,904 W 4TH ST,RENEWED,MISHAWAKA,IN,46544,574-233-9045,2022,CHS2022-001
Automotive Repair License,PERSONAL TOUCH AUTO SERVICE CENTER,1709 LINCOLN WAY,RENEWED,SOUTH BEND,IN,46635,574-323-6866,2021,AUT2021-069
